id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
11037,19927,"javax.management.openmbean.TabularDataSupport.put(java.lang.Object,java.lang.Object)",This method simply calls put((CompositeData) value) and therefore ignores its key parameter which can be null.,53,\N
11039,38939,android.graphics.Bitmap.setConfig(android.graphics.Bitmap.Config),"Convenience method for calling reconfigure(int, int, Config) with the current height and width.",53,\N
11042,55484,android.widget.QuickContactBadge.drawableStateChanged(),This function is called whenever the state of the view changes in such a way that it impacts the state of drawables being shown.,53,\N
11058,34300,android.app.Activity.getLayoutInflater(),Convenience for calling getLayoutInflater().,53,\N
11076,43433,android.media.MediaCodec.start(),"After successfully configuring the component, call start.",53,\N
11078,48914,android.telecom.InCallService.onCallRemoved(android.telecom.Call),Called when a Call has been removed from this in-call session.,53,\N
11085,42707,android.inputmethodservice.InputMethodService.setTheme(int),You can call this to customize the theme used by your IME's window.,53,\N
11112,55559,"android.widget.RemoteViews.setImageViewBitmap(int,android.graphics.Bitmap)",Equivalent to calling setImageBitmap(Bitmap),53,\N
11122,37472,"android.content.Intent.setClassName(android.content.Context,java.lang.String)",Convenience for calling setComponent(ComponentName) with an explicit class name.,53,\N
11124,51045,"android.util.Log.println(int,java.lang.String,java.lang.String)",Low-level logging call.,53,\N
11140,21548,javax.rmi.CORBA.UtilDelegate.isLocal(javax.rmi.CORBA.Stub),Delegation call for Util.isLocal(javax.rmi.CORBA.Stub).,53,\N
11141,50358,android.text.method.MetaKeyKeyListener.resetLockedMeta(long),"Call this if you are a method that ignores the locked meta state (arrow keys, for example) and you handle a key.",53,\N
11143,17895,javax.activation.URLDataSource.getName(),Calls the getFile method on the URL used to instantiate the object.,53,\N
11157,21553,javax.rmi.CORBA.UtilDelegate.unexportObject(java.rmi.Remote),Delegation call for Util.unexportObject(java.rmi.Remote).,53,\N
11194,39748,android.graphics.drawable.AnimationDrawable.run(),This method exists for implementation purpose only and should not be called directly.,53,\N
11199,3572,"java.awt.GridBagLayout.AdjustForGravity(java.awt.GridBagConstraints,java.awt.Rectangle)",This method is obsolete and supplied for backwards compatibility only; new code should call adjustForGravity instead.,53,\N
11228,53540,android.view.inputmethod.InputConnection.requestCursorUpdates(int),"Called by the input method to ask the editor for calling back updateCursorAnchorInfo(android.view.View, CursorAnchorInfo) to notify cursor/anchor locations.",53,\N
11250,33122,org.omg.PortableInterceptor.IORInterceptorOperations.establish_components(org.omg.PortableInterceptor.IORInfo),A server side ORB calls the establish_components operation on all registered IORInterceptor instances when it is assembling the list of components that will be included in the profile or profiles of an object reference.,53,\N
11257,55544,"android.widget.RemoteViews.setAccessibilityTraversalBefore(int,int)",Equivalent to calling setAccessibilityTraversalBefore(int).,53,\N
11264,30055,javax.swing.undo.UndoableEditSupport.postEdit(javax.swing.undo.UndoableEdit),DEADLOCK WARNING: Calling this method may call undoableEditHappened in all listeners.,53,\N
11285,34760,"android.app.Dialog.setFeatureDrawable(int,android.graphics.drawable.Drawable)","Convenience for calling setFeatureDrawable(int, Drawable).",53,\N
11286,10357,java.rmi.activation.ActivationMonitor.inactiveObject(java.rmi.activation.ActivationID),An activation group calls its monitor's inactiveObject method when an object in its group becomes inactive (deactivates).,53,\N
11293,21552,"javax.rmi.CORBA.UtilDelegate.registerTarget(javax.rmi.CORBA.Tie,java.rmi.Remote)","Delegation call for Util.registerTarget(javax.rmi.CORBA.Tie, java.rmi.Remote).",53,\N
11303,45237,"android.net.sip.SipSession.Listener.onError(android.net.sip.SipSession,int,java.lang.String)",Called when an error occurs during session initialization and termination.,53,\N
11315,38927,android.graphics.Bitmap.getScaledWidth(android.util.DisplayMetrics),Convenience for calling getScaledWidth(int) with the target density of the given DisplayMetrics.,53,\N
11329,21550,javax.rmi.CORBA.UtilDelegate.mapSystemException(org.omg.CORBA.SystemException),Delegation call for Util.mapSystemException(org.omg.CORBA.SystemException).,53,\N
11340,43284,android.media.AudioTrack.baseRegisterPlayer(),Call from derived class when instantiation / initialization is successful,53,\N
11357,51509,"android.view.Window.Callback.onProvideKeyboardShortcuts(java.util.List<android.view.KeyboardShortcutGroup>,android.view.Menu,int)",Called when Keyboard Shortcuts are requested for the current window.,53,\N
11371,28620,"javax.swing.text.AsyncBoxView.preferenceChanged(javax.swing.text.View,boolean,boolean)",Child views can call this on the parent to indicate that the preference has changed and should be reconsidered for layout.,53,\N
11397,34761,"android.app.Dialog.setFeatureDrawableAlpha(int,int)","Convenience for calling setFeatureDrawableAlpha(int, int).",53,\N
11409,21530,javax.rmi.CORBA.PortableRemoteObjectDelegate.unexportObject(java.rmi.Remote),Delegation call for PortableRemoteObject.unexportObject(java.rmi.Remote).,53,\N
11415,33728,org.xml.sax.helpers.ParserAdapter.startDocument(),Adapter implementation method; do not call.,53,\N
11422,54470,android.widget.AbsSeekBar.onRtlPropertiesChanged(int),Called when any RTL property (layout direction or text direction or text alignment) has been changed.,53,\N
11438,54863,android.widget.EdgeEffect.onPull(float),A view should call this when content is pulled away from an edge by the user.,53,\N
11444,21554,javax.rmi.CORBA.UtilDelegate.wrapException(java.lang.Throwable),Delegation call for Util.wrapException(java.lang.Throwable).,53,\N
11447,39944,"android.graphics.drawable.DrawableWrapper.scheduleDrawable(android.graphics.drawable.Drawable,java.lang.Runnable,long)",A Drawable can call this to schedule the next frame of its animation.,53,\N
11448,55552,"android.widget.RemoteViews.setChronometerCountDown(int,boolean)",Equivalent to calling Chronometer.setCountDown on the chronometer with the given viewId.,53,\N
11450,26444,javax.swing.plaf.basic.BasicListUI.maybeUpdateLayoutState(),"If updateLayoutStateNeeded is non zero, call updateLayoutState() and reset updateLayoutStateNeeded.",53,\N
11451,38776,"android.drm.DrmManagerClient.OnEventListener.onEvent(android.drm.DrmManagerClient,android.drm.DrmEvent)",Called when the DRM framework sends information about a DRM processing request.,53,\N
11466,21531,"javax.rmi.CORBA.StubDelegate.connect(javax.rmi.CORBA.Stub,org.omg.CORBA.ORB)",Delegation call for Stub.connect(org.omg.CORBA.ORB).,53,\N
11474,31665,javax.xml.ws.spi.Invoker.inject(javax.xml.ws.WebServiceContext),JAX-WS runtimes calls this method to ask container to inject WebServiceContext on the endpoint instance.,53,\N
11478,21556,"javax.rmi.CORBA.UtilDelegate.writeAny(org.omg.CORBA.portable.OutputStream,java.lang.Object)","Delegation call for Util.writeAny(org.omg.CORBA.portable.OutputStream, java.lang.Object).",53,\N
11489,43580,android.media.MediaExtractor.unselectTrack(int),"Subsequent calls to readSampleData(ByteBuffer, int), getSampleTrackIndex() and getSampleTime() only retrieve information for the subset of tracks selected.",53,\N
11495,48120,android.service.carrier.CarrierService.onBind(android.content.Intent),"If overriding this method, call through to the super method for any unknown actions.",53,\N
11520,28591,"javax.swing.text.AbstractWriter.write(char[],int,int)",All write methods call into this one.,53,\N
11531,48479,"android.speech.tts.SynthesisCallback.start(int,int,int)",The service should call this when it starts to synthesize audio for this request.,53,\N
11532,33708,"org.xml.sax.helpers.ParserAdapter.characters(char[],int,int)",Adapter implementation method; do not call.,53,\N
11548,55535,"android.widget.RemoteViews.addView(int,android.widget.RemoteViews)",Equivalent to calling addView(View) after inflating the given RemoteViews.,53,\N
11549,43865,"android.media.MediaRouter.VolumeCallback.onVolumeUpdateRequest(android.media.MediaRouter.RouteInfo,int)",Called when the volume for the route should be increased or decreased.,53,\N
11562,55573,"android.widget.RemoteViews.setScrollPosition(int,int)",Equivalent to calling smoothScrollToPosition(int).,53,\N
11569,15712,java.util.concurrent.CompletableFuture.obtrudeException(java.lang.Throwable),"Forcibly causes subsequent invocations of method get() and related methods to throw the given exception, whether or not already completed.",53,\N
11575,52814,android.view.ViewPropertyAnimator.y(float),This method will cause the View's y property to be animated to the specified value.,53,\N
11584,52793,android.view.ViewPropertyAnimator.scaleX(float),This method will cause the View's scaleX property to be animated to the specified value.,53,\N
11596,36159,"android.app.backup.BackupAgent.onQuotaExceeded(long,long)",Notification that the application's current backup operation causes it to exceed the maximum size permitted by the transport.,53,\N
11609,49756,android.test.mock.MockContext.stopService(android.content.Intent),Request that a given application service be stopped.,53,\N
11613,34383,"android.app.Activity.onRequestPermissionsResult(int,java.lang.String,int[])",Callback for the result from requesting permissions.,53,\N
11614,53707,"android.view.inputmethod.InputMethodManager.hideSoftInputFromWindow(android.os.IBinder,int)","Synonym for hideSoftInputFromWindow(IBinder, int, ResultReceiver) without a result: request to hide the soft input window from the context of the window that is currently accepting input.",53,\N
11622,48307,"android.service.restrictions.RestrictionsReceiver.onRequestPermission(android.content.Context,java.lang.String,java.lang.String,java.lang.String,android.os.PersistableBundle)",An asynchronous permission request made by an application for an operation that requires authorization by a local or remote administrator other than the user.,53,\N
11631,34904,"android.app.Fragment.onRequestPermissionsResult(int,java.lang.String,int[])",Callback for the result from requesting permissions.,53,\N
11647,36566,"android.bluetooth.BluetoothGattServerCallback.onDescriptorReadRequest(android.bluetooth.BluetoothDevice,int,int,android.bluetooth.BluetoothGattDescriptor)",A remote client has requested to read a local descriptor.,53,\N
11674,9824,java.nio.channels.FileChannel.force(boolean),Forces any updates to this channel's file to be written to the storage device that contains it.,53,\N
11676,54982,android.widget.GridLayout.setRowOrderPreserved(boolean),"When this property is true, GridLayout is forced to place the row boundaries so that their associated grid indices are in ascending order in the view.",53,\N
11704,35155,android.app.KeyguardManager.inKeyguardRestrictedInputMode(),If keyguard screen is showing or in restricted key input mode (i.e.,53,\N
11708,16641,java.util.concurrent.atomic.LongAdder.increment(),Equivalent to add(1).,53,\N
11709,49253,android.telephony.PhoneNumberUtils.isNonSeparator(char),"True if c is ISO-LATIN characters 0-9, *, # , +, WILD, WAIT, PAUSE",53,\N
11710,49147,android.telephony.CellInfoCdma.describeContents(),Implement the Parcelable interface,53,\N
11711,13396,java.time.chrono.ChronoPeriod.hashCode(),A hash code for this period.,53,\N
11714,48344,android.service.voice.VoiceInteractionSession.getLayoutInflater(),Convenience for inflating views.,53,\N
11717,41332,android.icu.text.DateTimePatternGenerator.getAppendItemFormat(int),Getter corresponding to setAppendItemFormats.,53,\N
11718,33341,org.w3c.dom.DOMLocator.getUtf16Offset(),"The UTF-16, as defined in [Unicode] and Amendment 1 of [ISO/IEC 10646], offset into the input source this locator is pointing to or -1 if there is no UTF-16 offset available.",53,\N
11719,36494,android.bluetooth.BluetoothGatt.getConnectionState(android.bluetooth.BluetoothDevice),Not supported - please use getConnectedDevices(int) with GATT as argument,53,\N
11721,16620,java.util.concurrent.atomic.DoubleAdder.doubleValue(),Equivalent to sum().,53,\N
11723,12252,"java.text.Bidi.reorderVisually(byte[],int,java.lang.Object[],int,int)",Reorder the objects in the array into visual order based on their levels.,53,\N
11737,41652,android.icu.text.NumberFormat.format(long),Specialization of format.,53,\N
11744,33449,org.w3c.dom.events.Event.stopPropagation(),The stopPropagation method is used prevent further propagation of an event during event flow.,53,\N
11759,25773,"javax.swing.UIDefaults.getUIClass(java.lang.String,java.lang.ClassLoader)",The value of get(uidClassID) must be the String name of a class that implements the corresponding ComponentUI class.,53,\N
11764,39495,android.graphics.PointF.describeContents(),Parcelable interface methods,53,\N
11768,32283,org.omg.CORBA_2_3.portable.InputStream.read_value(org.omg.CORBA.portable.BoxedValueHelper),Unmarshalls a value type from the input stream.,53,\N
11769,49691,"android.test.mock.MockContext.enforceUriPermission(android.net.Uri,java.lang.String,java.lang.String,int,int,int,java.lang.String)",Enforce both a Uri and normal permission.,53,\N
11772,30424,javax.xml.bind.annotation.adapters.CollapsedStringAdapter.marshal(java.lang.String),No-op.,53,\N
11773,28564,javax.swing.text.AbstractWriter.decrIndent(),Decrements the indent level.,53,\N
11779,33381,org.w3c.dom.NameList.getLength(),The number of pairs (name and namespaceURI) in the list.,53,\N
11781,28206,javax.swing.plaf.synth.SynthViewportUI.uninstallUI(javax.swing.JComponent),Reverses configuration which was done on the specified component during installUI.,53,\N
11782,53538,"android.view.inputmethod.InputConnection.performPrivateCommand(java.lang.String,android.os.Bundle)",API to send private commands from an input method to its connected editor.,53,\N
11788,31248,javax.xml.stream.XMLInputFactory.getXMLResolver(),The resolver that will be set on any XMLStreamReader or XMLEventReader created by this factory instance.,53,\N
11789,36899,android.content.BroadcastReceiver.PendingResult.getAbortBroadcast(),Version of BroadcastReceiver.getAbortBroadcast() for asynchronous broadcast handling.,53,\N
11794,33213,org.omg.PortableServer.POAOperations.servant_to_id(org.omg.PortableServer.Servant),This operation has four possible behaviors.,53,\N
11795,33308,org.w3c.dom.Document.setStrictErrorChecking(boolean),An attribute specifying whether error checking is enforced or not.,53,\N
11799,49100,android.telecom.TelecomManager.silenceRinger(),Silences the ringer if a ringing call exists.,53,\N
11802,33133,"org.omg.PortableInterceptor.ORBInitInfoOperations.register_initial_reference(java.lang.String,org.omg.CORBA.Object)",Identical to ORB.register_initial_reference.,53,\N
11803,38655,android.databinding.InverseBindingMethod.attribute(),The attribute that supports two-way binding.,53,\N
11806,16429,"java.util.concurrent.ThreadPoolExecutor.DiscardPolicy.rejectedExecution(java.lang.Runnable,java.util.concurrent.ThreadPoolExecutor)","Does nothing, which has the effect of discarding task r.",53,\N
11811,18599,javax.imageio.metadata.IIOMetadataNode.setPrefix(java.lang.String),"Does nothing, since namespaces are not supported.",53,\N
11814,33339,org.w3c.dom.DOMLocator.getRelatedNode(),"The node this locator is pointing to, or null if no node is available.",53,\N
11815,34568,"android.app.AlarmManager.set(int,long,java.lang.String,android.app.AlarmManager.OnAlarmListener,android.os.Handler)","Direct callback version of set(int, long, PendingIntent).",53,\N
11821,29886,javax.swing.tree.DefaultTreeCellRenderer.validate(),Overridden for performance reasons.,53,\N
11825,28317,javax.swing.table.DefaultTableModel.rowsRemoved(javax.swing.event.TableModelEvent),Equivalent to fireTableChanged.,53,\N
11826,52175,android.view.View.getPivotX(),The x location of the point around which the view is rotated and scaled.,53,\N
11831,26105,javax.swing.filechooser.FileView.isTraversable(java.io.File),Whether the directory is traversable or not.,53,\N
11835,37325,"android.content.ContextWrapper.grantUriPermission(java.lang.String,android.net.Uri,int)","Grant permission to access a specific Uri to another package, regardless of whether that package has general permission to access the Uri's content provider.",53,\N
11836,36204,android.app.job.JobInfo.getId(),Unique job id associated with this application (uid).,53,\N
11837,49135,"android.telephony.CellIdentityLte.writeToParcel(android.os.Parcel,int)",Implement the Parcelable interface,53,\N
11843,50125,android.text.SpannableStringBuilder.append(char),Convenience for append(String.valueOf(text)).,53,\N
11847,51871,android.view.MotionEvent.getTouchMinor(),getTouchMinor(int) for the first pointer index (may be an arbitrary pointer identifier).,53,\N
11850,55175,android.widget.LinearLayout.onDraw(android.graphics.Canvas),Implement this to do your drawing.,53,\N
11854,13855,java.time.temporal.WeekFields.toString(),A string representation of this WeekFields instance.,53,\N
11866,28036,javax.swing.plaf.synth.SynthSeparatorUI.uninstallUI(javax.swing.JComponent),Reverses configuration which was done on the specified component during installUI.,53,\N
11869,51836,android.view.MotionEvent.getHistoricalToolMajor(int),"getHistoricalToolMajor(int, int) for the first pointer index (may be an arbitrary pointer identifier).",53,\N
11870,40953,"android.icu.lang.UScript.hasScript(int,int)",Do the Script_Extensions of code point c contain script sc?,53,\N
11872,33387,org.w3c.dom.Node.getAttributes(),A NamedNodeMap containing the attributes of this node (if it is an Element) or null otherwise.,53,\N
11873,55273,android.widget.MultiAutoCompleteTextView.performValidation(),"Instead of validating the entire text, this subclass method validates each token of the text individually.",53,\N
11875,33594,org.xml.sax.SAXParseException.getColumnNumber(),The column number of the end of the text where the exception occurred.,53,\N
11879,37052,"android.content.ContentProviderOperation.resolveSelectionArgsBackReferences(android.content.ContentProviderResult,int)","The Selection Arguments back references are represented as a Map of Integer->Integer where the key is an index into the selection argument array (see withSelection(String, String[])) and the value is the index of the previous result that should be used for that selection argument array slot.",53,\N
11888,30829,javax.xml.namespace.QName.toString(),String representation of this QName.,53,\N
11895,51462,"android.view.ViewParent.onNestedPreFling(android.view.View,float,float)",React to a nested fling before the target view consumes it.,53,\N
11903,33322,org.w3c.dom.DOMError.getMessage(),An implementation specific string describing the error that occurred.,53,\N
11904,48879,"android.telecom.ConnectionService.onConference(android.telecom.Connection,android.telecom.Connection)",Conference two specified connections.,53,\N
11905,24611,javax.swing.JScrollBar.getMaximum(),The maximum value of the scrollbar is maximum - extent.,53,\N
11909,31292,javax.xml.stream.events.EntityDeclaration.getReplacementText(),The replacement text of the entity.,53,\N
11917,55645,"android.widget.ScrollView.onStartNestedScroll(android.view.View,android.view.View,int)","React to a descendant view initiating a nestable scroll operation, claiming the nested scroll operation if appropriate.",53,\N
11918,23647,javax.swing.JComboBox.contentsChanged(javax.swing.event.ListDataEvent),This method is public as an implementation side effect.,53,\N
11924,34638,android.app.Application.onTerminate(),This method is for use in emulated process environments.,53,\N
11926,34810,android.app.DownloadManager.Query.setFilterById(long...),Include only the downloads with the given IDs.,53,\N
11927,12494,"java.text.NumberFormat.format(double,java.lang.StringBuffer,java.text.FieldPosition)",Specialization of format.,53,\N
11928,36295,android.app.usage.NetworkStats.Bucket.getEndTimeStamp(),End timestamp of the bucket's time interval.,53,\N
11929,47725,"android.renderscript.ScriptIntrinsicBlend.create(android.renderscript.RenderScript,android.renderscript.Element)",Supported elements types are U8_4(RenderScript),53,\N
11931,49146,"android.telephony.CellInfo.writeToParcel(android.os.Parcel,int)",Implement the Parcelable interface,53,\N
11937,24612,javax.swing.JScrollBar.getMaximumSize(),The scrollbar is flexible along it's scrolling axis and rigid along the other axis.,53,\N
11939,52256,android.view.View.isImportantForAutofill(),Hints the Android System whether the AssistStructure.ViewNode associated with this view is considered important for autofill purposes.,53,\N
11940,12468,java.text.MessageFormat.equals(java.lang.Object),Equality comparison between two message format objects,53,\N
11944,37613,android.content.RestrictionEntry.getKey(),This is the unique key for the restriction entry.,53,\N
11946,52670,android.view.ViewGroup.onInterceptTouchEvent(android.view.MotionEvent),Implement this method to intercept all touch screen motion events.,53,\N
11947,34780,android.app.DialogFragment.dismissAllowingStateLoss(),Version of dismiss() that uses FragmentTransaction.commitAllowingStateLoss().,53,\N
11948,52630,"android.view.ViewGroup.dispatchUnhandledMove(android.view.View,int)",This method is the last chance for the focused view and its ancestors to respond to an arrow key.,53,\N
11949,53572,"android.view.inputmethod.BaseInputConnection.commitContent(android.view.inputmethod.InputContentInfo,int,android.os.Bundle)",The default implementation does nothing.,53,\N
11953,16643,java.util.concurrent.atomic.LongAdder.longValue(),Equivalent to sum().,53,\N
11955,23639,javax.swing.JComboBox.actionPerformed(java.awt.event.ActionEvent),This method is public as an implementation side effect.,53,\N
11968,10815,java.security.SecureRandom.setSeed(long),"Reseeds this random object, using the eight bytes contained in the given long seed.",53,\N
11969,39309,android.graphics.Outline.setRect(android.graphics.Rect),"Convenience for setRect(int, int, int, int)",53,\N
11979,20167,javax.management.remote.JMXServiceURL.getPort(),The port of the Service URL.,53,\N
11987,31445,javax.xml.transform.TransformerFactoryConfigurationError.getCause(),use the exception chaining mechanism of JDK1.4,53,\N
11988,42685,"android.inputmethodservice.InputMethodService.onShowInputRequested(int,boolean)",The system has decided that it may be time to show your input method.,53,\N
11990,49117,android.telecom.VideoProfile.CameraCapabilities.getHeight(),The height of the camera video in pixels.,53,\N
11991,26625,javax.swing.plaf.basic.BasicSplitPaneDivider.dragDividerTo(int),Messages the BasicSplitPaneUI with dragDividerTo that this instance is contained in.,53,\N
11996,3938,"java.awt.Polygon.translate(int,int)",Translates the vertices of the Polygon by deltaX along the x axis and by deltaY along the y axis.,53,\N
11997,38955,"android.graphics.BitmapFactory.decodeResource(android.content.res.Resources,int)","Synonym for decodeResource(Resources, int, android.graphics.BitmapFactory.Options) with null Options.",53,\N
11998,9979,java.nio.charset.Charset.encode(java.lang.String),Convenience method that encodes a string into bytes in this charset.,53,\N
12001,45045,android.net.VpnService.protect(java.net.DatagramSocket),Convenience method to protect a DatagramSocket from VPN connections.,53,\N
12019,54673,"android.widget.AutoCompleteTextView.setText(java.lang.CharSequence,boolean)","Like setText(CharSequence), except that it can disable filtering.",53,\N
12024,21117,javax.print.PrintService.hashCode(),This method should be implemented consistently with equals(Object).,53,\N
12028,36331,android.app.usage.UsageEvents.Event.getClassName(),The class name of the source of this event.,53,\N
12032,45937,"android.os.Binder.linkToDeath(android.os.IBinder.DeathRecipient,int)",Local implementation is a no-op.,53,\N
12035,16614,java.util.concurrent.atomic.DoubleAccumulator.getThenReset(),Equivalent in effect to get() followed by reset().,53,\N
12037,55641,android.widget.ScrollView.onInterceptTouchEvent(android.view.MotionEvent),Implement this method to intercept all touch screen motion events.,53,\N
12045,36509,"android.bluetooth.BluetoothGattCallback.onCharacteristicChanged(android.bluetooth.BluetoothGatt,android.bluetooth.BluetoothGattCharacteristic)",Callback triggered as a result of a remote characteristic notification.,53,\N
12046,49566,android.test.MoreAsserts.assertNotEmpty(java.lang.Iterable<?>),"Variant of assertNotEmpty(String, Iterable>) using a generic message.",53,\N
12050,39052,android.graphics.Canvas.rotate(float),Preconcat the current matrix with the specified rotation.,53,\N
12052,22545,javax.sql.rowset.JdbcRowSet.commit(),Each JdbcRowSet contains a Connection object from the ResultSet or JDBC properties passed to it's constructors.,53,\N
12053,39257,"android.graphics.Matrix.preScale(float,float,float,float)",Preconcats the matrix with the specified scale.,53,\N
12055,34169,android.animation.ValueAnimator.setFrameDelay(long),"The amount of time, in milliseconds, between each frame of the animation.",53,\N
12058,49570,"android.test.MoreAsserts.assertNotEqual(java.lang.Object,java.lang.Object)","Variant of assertNotEqual(String, Object, Object) using a generic message.",53,\N
12063,26075,javax.swing.filechooser.FileFilter.accept(java.io.File),Whether the given file is accepted by this filter.,53,\N
12066,51313,"android.view.Menu.addSubMenu(int,int,int,int)","Variation on addSubMenu(int, int, int, CharSequence) that takes a string resource identifier for the title instead of the string itself.",53,\N
12068,49549,android.test.MoreAsserts.assertEmpty(java.lang.Iterable<?>),"Variant of assertEmpty(String, Iterable) using a generic message.",53,\N
12069,34740,android.app.Dialog.onPrepareOptionsMenu(android.view.Menu),It is usually safe to proxy this call to the owner activity's onPrepareOptionsMenu(Menu) if the client desires the same menu for this Dialog.,53,\N
12071,18558,javax.imageio.metadata.IIOMetadataNode.getLocalName(),Equivalent to getNodeName.,53,\N
12072,30434,"javax.xml.bind.attachment.AttachmentMarshaller.addMtomAttachment(byte[],int,int,java.lang.String,java.lang.String,java.lang.String)",Consider binary data for optimized binary storage as an attachment.,53,\N
12077,31874,org.omg.CORBA.CustomMarshal.unmarshal(org.omg.CORBA.DataInputStream),Unmarshal method has to be implemented by the Customized Marshal class.,53,\N
12078,26300,javax.swing.plaf.basic.BasicComboBoxUI.unconfigureArrowButton(),This public method is implementation specific and should be private.,53,\N
12079,51167,android.util.SparseArray.remove(int),Alias for delete(int).,53,\N
12080,33311,org.w3c.dom.DocumentType.getEntities(),"A NamedNodeMap containing the general entities, both external and internal, declared in the DTD.",53,\N
12083,53379,"android.view.animation.Animation.applyTransformation(float,android.view.animation.Transformation)",Helper for getTransformation.,53,\N
12084,36212,android.app.job.JobInfo.getService(),Name of the service endpoint that will be called back into by the JobScheduler.,53,\N
12092,49364,android.telephony.TelephonyManager.canChangeDtmfToneLength(),Whether the device supports configuring the DTMF tone length.,53,\N
12097,30077,javax.swing.undo.UndoManager.undoableEditHappened(javax.swing.event.UndoableEditEvent),An UndoableEditListener method.,53,\N
12098,37530,android.content.IntentFilter.hasCategory(java.lang.String),Is the given category included in the filter?,53,\N
12100,45383,android.net.wifi.aware.SubscribeConfig.Builder.setMatchFilter(java.util.List<byte[]>),The match filter for a subscribe session.,53,\N
12102,6304,java.awt.image.renderable.RenderableImageProducer.run(),The runnable method for this class.,53,\N
12106,36904,android.content.BroadcastReceiver.PendingResult.setResultCode(int),Version of BroadcastReceiver.setResultCode(int) for asynchronous broadcast handling.,53,\N
12108,54945,android.widget.Gallery.setCallbackDuringFling(boolean),Whether or not to callback on any getOnItemSelectedListener() while the items are being flinged.,53,\N
12109,50128,android.text.SpannableStringBuilder.append(java.lang.CharSequence),"Convenience for replace(length(), length(), text, 0, text.length())",53,\N
12110,49304,"android.telephony.SignalStrength.writeToParcel(android.os.Parcel,int)","writeToParcel(Parcel, int)",53,\N
12111,55719,android.widget.SimpleAdapter.getCount(),How many items are in the data set represented by this Adapter.,53,\N
12112,48378,android.service.voice.VoiceInteractionSession.setDisabledShowContext(int),Equivalent to VoiceInteractionService.setDisabledShowContext(int).,53,\N
12114,25016,javax.swing.JTable.sizeColumnsToFit(int),Obsolete as of Java 2 platform v1.4.,53,\N
12121,34572,"android.app.AlarmManager.setExact(int,long,java.lang.String,android.app.AlarmManager.OnAlarmListener,android.os.Handler)","Direct callback version of setExact(int, long, PendingIntent).",53,\N
12122,26546,javax.swing.plaf.basic.BasicRadioButtonUI.getPreferredSize(javax.swing.JComponent),The preferred size of the radio button,53,\N
12123,48274,android.service.notification.StatusBarNotification.getUser(),The UserHandle for whom this notification is intended.,53,\N
12124,12773,java.time.LocalDateTime.hashCode(),A hash code for this date-time.,53,\N
12125,44839,android.net.Network.getAllByName(java.lang.String),Operates the same as InetAddress.getAllByName except that host resolution is done on this network.,53,\N
12127,58132,java.util.concurrent.CountedCompleter.setRawResult(T),A method that result-bearing CountedCompleters may optionally use to help maintain result data.,53,\N
12131,52006,android.view.TouchDelegate.onTouchEvent(android.view.MotionEvent),Will forward touch events to the delegate view if the event is within the bounds specified in the constructor.,53,\N
12133,37532,android.content.IntentFilter.hasDataPath(java.lang.String),Is the given data path included in the filter?,53,\N
12134,45507,android.net.wifi.p2p.WifiP2pDeviceList.describeContents(),Implement the Parcelable interface,53,\N
12138,36555,android.bluetooth.BluetoothGattServer.getDevicesMatchingConnectionStates(int[]),"Not supported - please use getDevicesMatchingConnectionStates(int, int[]) with GATT as first argument",53,\N
12140,49292,android.telephony.SignalStrength.describeContents(),describeContents(),53,\N
12142,13093,java.time.Year.hashCode(),A hash code for this year.,53,\N
12146,48699,"android.telecom.Call.respondToRttRequest(int,boolean)","Responds to an RTT request received via the onRttRequest(Call, int) )} callback.",53,\N
12148,55150,android.widget.ImageView.onDraw(android.graphics.Canvas),Implement this to do your drawing.,53,\N
12150,33810,android.accessibilityservice.AccessibilityService.onInterrupt(),Callback for interrupting the accessibility feedback.,53,\N
12153,33325,org.w3c.dom.DOMError.getSeverity(),"The severity of the error, either SEVERITY_WARNING, SEVERITY_ERROR, or SEVERITY_FATAL_ERROR.",53,\N
12159,26816,"javax.swing.plaf.basic.BasicTreeUI.checkForClickInExpandControl(javax.swing.tree.TreePath,int,int)","If the mouseX and mouseY are in the expand/collapse region of the row, this will toggle the row.",53,\N
12160,17123,"java.util.prefs.AbstractPreferences.put(java.lang.String,java.lang.String)","Implements the put method as per the specification in Preferences.put(String,String).",53,\N
12166,51268,android.view.ViewDebug.FlagToString.mask(),The mask to apply to the original value.,53,\N
12170,13641,java.time.chrono.ThaiBuddhistDate.hashCode(),A hash code for this date.,53,\N
12173,33274,org.w3c.dom.CharacterData.getData(),The character data of the node that implements this interface.,53,\N
12178,33446,org.w3c.dom.events.Event.getType(),The name of the event (case-insensitive).,53,\N
12179,24614,javax.swing.JScrollBar.getMinimumSize(),The scrollbar is flexible along it's scrolling axis and rigid along the other axis.,53,\N
12182,7609,java.lang.Enum.clone(),Throws CloneNotSupportedException.,53,\N
12186,13341,java.time.chrono.ChronoLocalDateTime.hashCode(),A hash code for this date-time.,53,\N
12187,18547,"javax.imageio.metadata.IIOMetadataNode.getAttributeNodeNS(java.lang.String,java.lang.String)",Equivalent to getAttributeNode(localName).,53,\N
12189,54876,android.widget.EditText.setSelection(int),"Convenience for setSelection(Spannable, int).",53,\N
12192,35681,android.app.Service.stopSelf(int),Old version of stopSelfResult(int) that doesn't return a result.,53,\N
12197,15416,java.util.UUID.node(),The node value associated with this UUID.,53,\N
