sentence_id,doc_id,sentence_index,text,vote_type
203764,66838,14,"In either case the implementation must ensure that the signal is redirected to another waiting thread, if there is one.",2
228105,77960,0,"True if the root node is displayed, false if its children are the highest visible nodes.",1
22975,2391,6,"severityNumber 0-6 where 0: unknown; 1: non-recoverable; 2: critical, failure; 3: major, severe; 4: minor, marginal, error; 5: warning; 6: normal, cleared, informative messageIDString Unique key for message text (to allow translation, analysis).",2
63231,8377,0,Type of an object id.,1
63232,8377,1,This provides the identity of a particular object that was created by an object adapter.,1
224238,76103,0,Support for reporting bound property changes for boolean properties.,1
224115,76042,0,Returns the data model currently used by the JComboBox.,1
134618,36178,1,"This method differs from the setCharacterStream (int, Reader) method because it informs the driver that the parameter value should be sent to the server as a CLOB.",2
134617,36178,0,Sets the designated parameter to a Reader object.,1
48381,6022,0,Stream based logging Handler.,1
21548,2228,1,"IIOByteBuffer is used by ImageInputStream to supply a sequence of bytes to the caller, possibly with fewer copies than using the conventional read methods that take a user-supplied byte array.",1
1325,66,0,Facilities for declaring annotation processors and for allowing annotation processors to communicate with an annotation processing tool environment.,1
21549,2228,2,The byte array referenced by an IIOByteBuffer will generally be part of an internal data structure belonging to an ImageReader implementation; its contents should be considered read-only and must not be modified.,2
70216,11119,0,Returns the tooltip string associated with this TrayIcon.,1
69926,11014,3,Note that if the event parameter is null the behavior is unspecified and may result in an exception.,2
32275,3671,0,This exception indicates that a violation of a dynamically checked type constraint was detected.,1
32276,3671,1,This exception can be thrown by the generated setter methods of the schema derived Java content classes.,2
32277,3671,2,"However, since fail-fast validation is an optional feature for JAXB Providers to support, not all setter methods will throw this exception when a type constraint is violated.",2
32278,3671,3,"If this exception is throw while invoking a fail-fast setter, the value of the property is guaranteed to remain unchanged, as if the setter were never called.",2
134088,36030,2,"In addition, the returned ResultSet object should have the following properties: ResultSet.TYPE_SCROLL_INSENSITIVE ResultSet.CONCUR_UPDATABLE",2
134086,36030,0,Returns a ResultSet object containing the original value for the current row only of this CachedRowSet object.,1
134087,36030,1,The cursor for the ResultSet object should be positioned before the first row.,2
232247,80150,0,Description copied from class: AbstractBorder,0
228030,77920,0,"Sets the borderPainted property, which is true if the border should be painted.",1
228115,77969,0,True if handles are displayed at the topmost level of the tree.,1
427299,132148,0,Parameters action Consumer,1
4,1,3,The applet context is an application that is responsible for loading and running applets.,1
3,1,2,"An applet is an embeddable window (see the Panel class) with a few extra methods that the applet context can use to initialize, start, and stop the applet.",1
2,1,1,The applet framework involves two entities: the applet and the applet context.,1
1,1,0,Provides the classes necessary to create an applet and the classes an applet uses to communicate with its applet context.,1
224108,76036,0,Returns the editor used to paint and edit the selected item in the JComboBox field.,1
232356,80242,0,Returns the control disabled color of the current theme.,1
32294,3679,0,Used in XmlSchemaType.type() to signal that the type be inferred from the signature of the property.,1
72817,12417,20,"Instead, Font.getFont(Map) should be used to handle the FONT attribute.",2
72526,12287,0,A flag used with getLayoutFlags that indicates that this GlyphVector has a complex glyph-to-char mapping (one that does not map glyphs to chars one-to-one in strictly ascending or descending order matching the run direction).,1
81228,16096,0,"Constant for the ""Tagbanwa"" Unicode character block.",1
69959,11027,1,To change the returned value it is necessary to set the sun.awt.enableExtraMouseButtons property before the Toolkit class initialization.,2
69958,11027,0,Reports whether events from extra mouse buttons are allowed to be processed and posted into EventQueue.,1
69961,11027,3,"Alternatively, the property could be set in the application by using the following code: System.setProperty(""sun.awt.enableExtraMouseButtons"", ""true""); .",2
69960,11027,2,This setting could be done on the application startup by the following command: java -Dsun.awt.enableExtraMouseButtons=false Application .,2
69963,11027,5,"If not set by the time of the Toolkit class initialization, this property will be initialized with true.",2
69962,11027,4,before the Toolkit class initialization.,2
69964,11027,6,Changing this value after the Toolkit class initialization will have no effect.,2
134275,36077,1,RowSet objects that implement the Joinable interface must ensure that a key-like constraint continues to be enforced until the method CachedRowSet.unsetKeyColumns has been called on the designated column.,2
134274,36077,0,Unsets the designated column as the match column for this RowSet object.,1
1342,69,0,Provides classes and interfaces for key specifications and algorithm parameter specifications.,1
203735,66835,0,Atomically sets the value of both the reference and stamp to the given update values if the current reference is == to the expected reference and the current stamp is equal to the expected stamp.,2
70197,11110,0,Adds the specified mouse listener to receive mouse-motion events from this TrayIcon.,1
49337,6182,0,An interface used by ImageReader implementations to notify callers of their image and thumbnail reading methods of pixel updates.,1
65443,9135,0,Gets the input method request handler which supports requests from input methods for this component.,1
224147,76063,0,Removes an item from the item list.,1
7127,464,0,The GraphicsDevice class describes the graphics devices that might be available in a particular graphics environment.,1
13903,1422,0,A description of a to-be-instantiated KeyStore object.,1
13905,1422,2,That process is triggered when the getKeyStore() method is called.,2
13906,1422,3,This makes it possible to decouple configuration from KeyStore object creation and e.g.,2
13907,1422,4,delay a password prompt until it is needed.,2
70422,11192,0,Sets whether this window should always be above other windows.,1
70428,11192,6,"When an always-on-top window is sent toBack, its always-on-top state is set to false.",2
70429,11192,7,"When this method is called on a window with a value of true, and the window is visible and the platform supports always-on-top for this window, the window is immediately brought forward, ""sticking"" it in the top-most position.",2
70431,11192,9,"When the window is later shown, it will be always-on-top.",2
303438,100012,2,"Parameters oldPosition int: the position that we're moving from newPosition int: the position that we're moving to Returns boolean true if the move is successful, false otherwise",2
303437,100012,1,If it returns false the move function will also do so and the cursor will scroll to the beforeFirst position.,2
303436,100012,0,"This function is called every time the cursor is successfully scrolled to a new position, giving the subclass a chance to update any state it may have.",1
62297,8103,0,This exception is raised whenever meaningful communication is not possible between client and server native code sets.,2
32320,3685,11,It can also be used with the following annotations at the package level: XmlJavaTypeAdapter.,2
32319,3685,10,"This annotation can be used with the following annotations: XmlType, XmlRootElement, XmlAccessorOrder, XmlSchema, XmlSchemaType, XmlSchemaTypes, , XmlJavaTypeAdapter.",2
65411,9119,2,"If no cursor is set in the entire hierarchy, Cursor.DEFAULT_CURSOR is returned.",2
65410,9119,1,"If the component does not have a cursor set, the cursor of its parent is returned.",2
65409,9119,0,Gets the cursor set in the component.,1
120,14,20,"If the bean's state can be expressed using only the no-argument constructor and public getter and setter methods for properties, no special knowledge is required.",2
123,14,23,"If you need (or choose) to provide a persistence delegate for a bean, you can do so either by using a DefaultPersistenceDelegate instance or by creating your own subclass of PersistenceDelegate.",2
122,14,22,"All classes provided in the JDK that descend from java.awt.Component, as well as all their properties, automatically have persistence delegates.",0
125,14,25,"Otherwise, you need to implement your own persistence delegate, for which you're likely to need the following classes: PersistenceDelegate The abstract class from which all persistence delegates descend.",2
124,14,24,"If the only reason a bean needs a persistence delegate is because you want to invoke the bean's constructor with property values as arguments, you can create the bean's persistence delegate with the one-argument DefaultPersistenceDelegate constructor.",2
126,14,26,Your subclass should use its knowledge of the bean's type to provide whatever Statements and Expressions are necessary to create the bean and restore its state.,2
129,14,29,Expression A subclass of Statement used for methods that return a value.,2
128,14,28,Includes a set of arguments to the method.,0
224282,76121,2,"For example, 'a' could be bound for the two conditions WHEN_FOCUSED and WHEN_IN_FOCUSED_WINDOW condition.",2
5802,354,27,"If the transformer does not recognize an output key, a IllegalArgumentException is thrown, unless the key name is namespace qualified.",2
5799,354,24,"These properties only apply to stream results, they have no effect when the result is a DOM tree or SAX event stream.",2
30330,3366,0,A multiplexing UI used to combine SliderUIs.,1
49202,6161,0,This class specifies an initialization vector (IV).,1
70345,11162,0,Returns the type of the window.,1
72575,12307,0,Returns the transform of the specified glyph within this GlyphVector.,1
232229,80138,0,Returns the secondary 2 color.,2
63069,8339,0,org/omg/PortableInterceptor/INACTIVE.java .,0
232230,80138,1,"This returns a color with rgb values 153, 153, and 153, respectively.",1
81191,16062,0,"Constant for the ""Oriya"" Unicode character block.",1
49352,6186,5,These can be set up as default controllers in the corresponding IIOMetadata subclasses.,2
203895,66872,0,Returns true if synchronization is held exclusively with respect to the current (calling) thread.,1
203898,66872,3,The default implementation throws UnsupportedOperationException.,2
3983,238,3,Any object that can be invoked this way must implement the Remote interface.,2
3980,238,0,Provides the RMI package.,1
49347,6186,0,"An interface to be implemented by objects that can determine the settings of an IIOMetadata object, either by putting up a GUI to obtain values from a user, or by other means.",1
72694,12368,0,Identifies the BENGALI range and decimal base.,1
6335,394,0,Provides classes and interfaces for making the server side of your applications portable across multivendor ORBs.,1
65302,9073,2,"This method changes layout-related information, and therefore, invalidates the component hierarchy.",1
65300,9073,0,Makes this Component displayable by connecting it to a native screen resource.,1
65301,9073,1,This method is called internally by the toolkit and should not be called directly by programs.,2
228095,77957,0,Is this tree a large model?,1
6415,400,0,This package contains interfaces to SAX2 facilities that conformant SAX drivers won't necessarily support.,1
6416,400,1,See http://www.saxproject.org for more information about SAX.,0
70297,11142,3,The states of the recreated Window and its subcomponents will be identical to the states of these objects at the point where the Window was disposed (not accounting for additional modifications between those actions).,2
70295,11142,1,"That is, the resources for these Components will be destroyed, any memory they consume will be returned to the OS, and they will be marked as undisplayable.",2
70294,11142,0,"Releases all of the native screen resources used by this Window, its subcomponents, and all of its owned children.",1
70298,11142,4,"Note: When the last displayable window within the Java virtual machine (VM) is disposed of, the VM may terminate.",2
111809,26000,1,"A pseudorandom int value is generated as if it's the result of calling the following method with the origin and bound: int nextInt(int origin, int bound) { int n = bound - origin; if (n > 0) { return nextInt(n) + origin; } else { // range not representable as int int r; do { r = nextInt(); } while (r < origin || r >= bound); return r; } }",2
61978,8022,2,"org/omg/CORBA/IdentifierHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from ir.idl 03 June 1999 11:33:42 o'clock GMT+00:00",0
61977,8022,1,"For more information on Helper files, see ""Generated Files: Helper Files"".",0
61976,8022,0,The Helper for Identifier.,1
11473,1073,0,The Modifier class provides static methods and constants to decode class and member access modifiers.,1
60,7,1,"It contains support for representing Type 1, Type 1 Multiple Master fonts, OpenType fonts, and TrueType fonts.",1
59,7,0,Provides classes and interface relating to fonts.,1
134791,36215,17,"Note that because the numbering of elements in an array starts at zero, the array element that corresponds to placeholder parameter number parameterIndex is parameterIndex -1.",2
134790,36215,16,"In other words, if the second placeholder parameter is being set to null, the array containing it will be the second element in the array returned by getParams.",2
134789,36215,15,"The parameter number is indicated by an element's position in the array returned by the method getParams, with the first element being the value for the first placeholder parameter, the second element being the value for the second placeholder parameter, and so on.",2
134785,36215,11,Calls made to the method getParams after this version of setNull has been called will return an Object array containing the parameter values that have been set.,2
227781,77796,0,Appends the given text to the end of the document.,1
227782,77796,1,Does nothing if the model is null or the string is null or empty.,2
134434,36145,2,An application should never invoke this method directly.,2
134433,36145,1,"When an application calls a method to move the cursor, that method moves the cursor and then calls this method internally.",2
11109,1032,0,The management interface for a memory manager.,1
81336,16141,0,Description copied from interface: AnnotatedElement,0
203560,66687,0,Creates a new AtomicBoolean with initial value false.,2
21845,2288,7,"When such a new visit method is added, the default implementation in this class will be to call the visitUnknown method.",2
21844,2288,6,"Therefore, methods whose names begin with ""visit"" may be added to this class in the future; to avoid incompatibilities, classes which extend this class should not declare any instance methods with names beginning with ""visit"".",2
21843,2288,5,"WARNING: The ElementVisitor interface implemented by this class may have methods added to it or the ElementKind enum used in this case may have constants added to it in the future to accommodate new, currently unknown, language structures added to future versions of the Java™ programming language.",2
21840,2288,2,"The visitXYZKind methods call defaultAction, passing their arguments to defaultAction's corresponding parameters.",2
21838,2288,0,A visitor of program elements based on their kind with default behavior appropriate for the RELEASE_7 source version.,1
224297,76131,0,"If a border has been set on this component, returns the border's insets; otherwise calls super.getInsets.",2
21890,2292,0,A scanning visitor of program elements with default behavior appropriate for the RELEASE_8 source version.,1
32273,3669,2,See ValidationEventHandler.handleEvent(ValidationEvent).,0
32272,3669,1,The ValidationEventHandler can cause this exception to be thrown during the marshal operations.,2
32271,3669,0,This exception indicates that an error has occurred while performing a marshal operation that the provider is unable to recover from.,1
20021,2005,0,"A Filter can be used to provide fine grain control over what is logged, beyond the control provided by log levels.",1
20022,2005,1,Each Logger and each Handler can have a filter associated with it.,2
20023,2005,2,The Logger or Handler will call the isLoggable method to check if a given LogRecord should be published.,2
20024,2005,3,"If isLoggable returns false, the LogRecord will be discarded.",2
13738,1400,10,Every implementation of the Java platform is required to support the following standard AlgorithmParameterGenerator algorithms and keysizes in parentheses: DiffieHellman (1024) DSA (1024) These algorithms are described in the AlgorithmParameterGenerator section of the Java Cryptography Architecture Standard Algorithm Name Documentation.,2
111816,26004,0,"Returns an effectively unlimited stream of pseudorandom long values, each conforming to the given origin (inclusive) and bound (exclusive).",1
68888,10511,0,"The MediaType instance for ISO/DIN C3, 324 x 458 mm.",1
62164,8063,3,"If an IDL operation signature has an IDL string as an ""out"" or ""inout"" parameter, the programmer must pass an instance of StringHolder as the corresponding parameter in the method invocation; for ""inout"" parameters, the programmer must also fill the ""in"" value to be sent to the server.",2
62161,8063,0,The Holder for String.,1
62162,8063,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
62165,8063,4,"Before the method invocation returns, the ORB will fill in the value corresponding to the ""out"" value returned from the server.",2
62166,8063,5,"If myStringHolder is an instance of StringHolder, the value stored in its value field can be accessed with myStringHolder.value.",2
2103,103,0,The scripting API consists of interfaces and classes that define Java TM Scripting Engines and provides a framework for their use in Java applications.,1
927,54,36,It applies only when critical updates for an object are confined to a single variable.,2
5570,320,1,It contains event classes and corresponding event listener interfaces for events fired by Swing components in addition to those events in the java.awt.event package.,1
5569,320,0,Provides for events fired by Swing components.,1
5572,320,3,"For details, see Threads and Swing, a section in The Java Tutorial.",0
49096,6130,24,"If the answer is NO, throw a NoSuchAlgorithmException exception.",2
5573,320,4,"Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: Writing Event Listeners, a section in The Java Tutorial",0
34196,4049,2,"org/omg/CORBA/LongLongSeqHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:37 o'clock GMT+00:00 The class definition has been modified to conform to the following OMG specifications : ORB core as defined by CORBA 2.3.1 (formal/99-10-07) IDL/Java Language Mapping as defined in ptc/00-01-08",0
134694,36194,1,The driver converts this to an SQL FLOAT value when it sends it to the database.,2
34194,4049,0,The Helper for LongLongSeq.,1
34195,4049,1,"For more information on Helper files, see ""Generated Files: Helper Files"".",0
3997,242,0,Provides classes and interfaces for supporting the server side of RMI.,1
3998,242,1,A group of classes are used by the stubs and skeletons generated by the rmic stub compiler.,1
3999,242,2,Another group of classes implements the RMI Transport protocol and HTTP tunneling.,1
134693,36194,0,Sets the designated parameter to the given float in the Java programming language.,1
68896,10519,0,"The MediaType instance for ISO/DIN C7, 81 x 114 mm.",1
232387,80254,0,Returns the focus color of the current theme.,1
62124,8054,0,An object that captures the explicit state of a request for the Dynamic Skeleton Interface (DSI).,1
134695,36194,2,The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.,2
2893,166,0,This package defines APIs specific to the HTTP binding.,1
2654,131,5,"Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: How to Use Tables, a section in The Java Tutorial",0
2653,131,4,"For details, see Threads and Swing, a section in The Java Tutorial.",0
34155,4041,2,"A Holder class for a float that is used to store ""out"" and ""inout"" parameters in IDL methods.",1
34156,4041,3,"If an IDL method signature has an IDL float as an ""out"" or ""inout"" parameter, the programmer must pass an instance of FloatHolder as the corresponding parameter in the method invocation; for ""inout"" parameters, the programmer must also fill the ""in"" value to be sent to the server.",2
34153,4041,0,The Holder for Float.,1
34154,4041,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
49350,6186,3,"In general, applications may expect that when the activate method returns true, the IIOMetadata object is ready for use in a write operation.",2
34157,4041,4,"Before the method invocation returns, the ORB will fill in the value corresponding to the ""out"" value returned from the server.",2
34158,4041,5,"If myFloatHolder is an instance of FloatHolder, the value stored in its value field can be accessed with myFloatHolder.value.",2
427467,132192,2,"The Spliterator reports CONCURRENT, ORDERED, and NONNULL.",2
427466,132192,1,The returned spliterator is weakly consistent.,2
427465,132192,0,Returns a Spliterator over the elements in this deque.,1
123379,31056,0,"Convenience method equivalent to v.scan(e, null).",1
48169,6005,13,Please refer to Java Deployment Guide for more details and techniques.,0
227915,77854,0,"Sets the number of columns in this TextField, and then invalidate the layout.",1
203729,66830,0,Atomically sets the value of both the reference and stamp to the given update values if the current reference is == to the expected reference and the current stamp is equal to the expected stamp.,2
3449,206,18,Additional Specification The AWT Focus Subsystem The AWT Modality,0
3441,206,10,See Container and LayoutManager for more information.,0
123535,31156,0,Get the values of several attributes of the Dynamic MBean.,1
33985,4001,0,The vendor minor code ID reserved for OMG.,1
418338,130013,5,"It is recommended to use the second approach, getLong(TemporalField), as it is a lot clearer to read in code.",2
418337,130013,4,"The second is to use getLong(TemporalField) (or get(TemporalField)): // these two lines are equivalent, but the second approach is recommended temporal = thisField.getFrom(temporal); temporal = temporal.getLong(thisField); .",2
418340,130013,7,If the field is not supported an UnsupportedTemporalTypeException must be thrown.,2
418339,130013,6,Implementations should perform any queries or calculations using the fields available in ChronoField.,2
418334,130013,1,This queries the temporal object for the value of this field.,1
418333,130013,0,Gets the value of this field from the specified temporal object.,1
418336,130013,3,The first is to invoke this method directly.,2
418335,130013,2,There are two equivalent ways of using this method.,2
418341,130013,8,"Parameters temporal TemporalAccessor: the temporal object to query, not null Returns long the value of this field, not null",2
232103,80055,0,Creates a listener that is responsible that updates the UI based on how the tree changes.,1
81362,16148,4,"If this Class object represents an array type, then this method does not find the clone() method.",2
34346,4083,2,"org/omg/CORBA/ShortSeqHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:36 o'clock GMT+00:00 The class definition has been modified to conform to the following OMG specifications : ORB core as defined by CORBA 2.3.1 (formal/99-10-07) IDL/Java Language Mapping as defined in ptc/00-01-08",0
81358,16148,0,Returns a Method object that reflects the specified declared method of the class or interface represented by this Class object.,1
81359,16148,1,"The name parameter is a String that specifies the simple name of the desired method, and the parameterTypes parameter is an array of Class objects that identify the method's formal parameter types, in declared order.",2
81360,16148,2,"If more than one method with the same parameter types is declared in a class, and one of these methods has a return type that is more specific than any of the others, that method is returned; otherwise one of the methods is chosen arbitrarily.",2
81361,16148,3,"If the name is ""<init>""or ""<clinit>"" a NoSuchMethodException is raised.",2
72978,12469,0,The standard width.,1
70038,11064,2,"If there is no ""java.awt.headless"" or it is set to false and there is a system property named ""awt.toolkit"", that property is treated as the name of a class that is a subclass of Toolkit; otherwise the default platform-specific implementation of Toolkit is used.",2
70039,11064,3,"Also loads additional classes into the VM, using the property 'assistive_technologies' specified in the Sun reference implementation by a line in the 'accessibility.properties' file.",2
70036,11064,0,Gets the default toolkit.,1
70037,11064,1,"If a system property named ""java.awt.headless"" is set to true then the headless implementation of Toolkit is used.",2
70042,11064,6,This is done just after the AWT toolkit is created.,2
70043,11064,7,All errors are handled via an AWTError exception.,2
70040,11064,4,"The form is ""assistive_technologies=..."" where the ""..."" is a comma-separated list of assistive technology classes to load.",2
70041,11064,5,Each class is loaded in the order given and a single instance of each is created using Class.forName(class).newInstance().,2
134330,36103,0,Creates a new instance of a CachedRowSet.,1
72124,12082,0,Invoked when the mouse button has been clicked (pressed and released) on a component.,1
63322,8417,0,When the POA has the RETAIN policy it uses servant managers that are ServantActivators.,1
418436,130025,6,"To determine if the duration is an estimate, use isDurationEstimated().",2
224184,76076,0,Sets the maximum number of rows the JComboBox displays.,1
224185,76076,1,"If the number of objects in the model is greater than count, the combo box uses a scrollbar.",2
70144,11092,8,"The developer should consider examining the value of the WindowEvent.getNewState() method of the WindowEvent received through the WindowStateListener, rather than assuming that the state given to the setExtendedState() method will be definitely applied.",2
72517,12280,0,Returns the right (bottom) side bearing of the glyph.,1
100683,23077,0,Sole constructor.,1
72324,12176,0,Returns a parameter string identifying this event.,1
55849,7003,36,If the component orientation were right-to-left then c2 and c3 would be positioned on the opposite side.,2
232182,80111,0,Determines whether the node handles are to be displayed.,1
81198,16069,0,"Constant for the ""Playing Cards"" Unicode character block.",1
72855,12426,0,Attribute key for enabling optional ligatures.,1
3357,202,0,This package provides the core SAX APIs.,1
70033,11063,0,Determines the color model of this toolkit's screen.,1
70035,11063,2,This toolkit method is called by the getColorModel method of the Component class.,2
21795,2283,1,"WARNING: The TypeVisitor interface implemented by this class may have methods added to it in the future to accommodate new, currently unknown, language structures added to future versions of the Java™ programming language.",2
203684,66795,0,Atomically sets the value of both the reference and mark to the given update values if the current reference is == to the expected reference and the current mark is equal to the expected mark.,2
21797,2283,3,"When such a new visit method is added, the default implementation in this class will be to call the visitUnknown method.",2
2711,142,12,A mapped field name or the decapitalized name of a mapped property must be unique within a class.,2
232196,80119,1,"For left to right orientations, the size is determined from the current AbstractLayoutCache.",2
232195,80119,0,"Updates the preferredSize instance variable, which is returned from getPreferredSize().",1
232197,80119,2,"For RTL orientations, the preferred size becomes the width minus the minimum x position.",2
2710,142,11,A property name must be different from any other property name in any of the super classes of the class being mapped.,2
228144,77982,0,"Returns a JTree with the specified TreeNode as its root, which displays the root node and which decides whether a node is a leaf node in the specified manner.",1
123538,31159,0,Set the value of a specific attribute of the Dynamic MBean.,1
22453,2346,1,If the MBean is a Dynamic MBean the class name should be retrieved from the MBeanInfo it provides.,2
72218,12125,3,"Even if inconsistent values for relative and absolute coordinates are passed to the constructor, the MouseWheelEvent instance is still created and no exception is thrown.",2
72217,12125,2,This method throws an IllegalArgumentException if source is null.,2
72215,12125,0,"Constructs a MouseWheelEvent object with the specified source component, type, modifiers, coordinates, absolute coordinates, scroll type, scroll amount, and wheel rotation.",1
21743,2275,1,Compatibility Note: Methods may be added to this interface in future releases of the platform.,2
72529,12289,0,A flag used with getLayoutFlags that indicates that this GlyphVector has per-glyph transforms.,1
100574,23002,0,Constant identifying the exponent field.,1
427458,132191,0,Returns the number of elements in this deque.,1
427459,132191,1,"If this deque contains more than Integer.MAX_VALUE elements, it returns Integer.MAX_VALUE.",2
427460,132191,2,"Beware that, unlike in most collections, this method is NOT a constant-time operation.",2
427461,132191,3,"Because of the asynchronous nature of these deques, determining the current number of elements requires traversing them all to count them.",2
427462,132191,4,"Additionally, it is possible for the size to change during execution of this method, in which case the returned result will be inaccurate.",2
427463,132191,5,"Thus, this method is typically not very useful in concurrent applications.",2
427464,132191,6,Returns int the number of elements in this deque,2
62033,8034,4,"If, for example, you want to use an NVList object in a request, and the method being invoked takes three parameters, you might optimize by supplying 3 to the method create_list.",2
62029,8034,0,A modifiable list containing NamedValue objects.,1
21725,2268,14,"However, default methods may be used in subsequent revisions of the javax.lang.model.",2
227977,77884,0,"Creates a toggle button with the specified image and selection state, but no text.",1
232370,80249,0,Returns the look and feel defaults.,1
255803,90001,2,"Once created, the Currency object can return various data necessary to its proper display: A display symbol, for a specific locale The number of fraction digits to display A rounding increment The DecimalFormat class uses these data to display currencies.",2
255801,90001,0,"A class encapsulating a currency, as defined by ISO 4217.",1
11057,1024,0,A SwitchPoint is an object which can publish state transitions to other threads.,1
134642,36185,3,Methods such as execute and populate must be provided in any class that extends this class and implements one or more of the standard JSR-114 RowSet interfaces.,2
134641,36185,2,The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.,2
134640,36185,1,The driver converts this to an SQL DATE value when it sends it to the database.,2
134639,36185,0,Sets the designated parameter to the given java.sql.Date value.,1
134645,36185,6,"Note that because the numbering of elements in an array starts at zero, the array element that corresponds to placeholder parameter number parameterIndex is parameterIndex -1.",2
5900,366,0,Provides HTTP SPI that is used for portable deployment of JAX-WS web services in containers(for e.g.,1
971,57,0,"Provides classes for reading and writing the JAR (Java ARchive) file format, which is based on the standard ZIP file format with an optional manifest file.",1
974,57,3,See java.util.zip package description.,0
976,57,5,Manifest and Signature Specification - The manifest format specification.,0
975,57,4,"In JAR files, all file names must be encoded in the UTF-8 encoding.",2
70184,11105,0,Creates a TrayIcon with the specified image.,1
49419,6194,15,These may be extracted from a stream by consulting the IIOMetadata object returned by the reader.,2
228086,77951,0,Is the tree editable?,1
63020,8324,0,org/omg/IOP/CodecPackage/TypeMismatchHelper.java .,0
81270,16122,0,"Returns the object representing the Unicode block containing the given character, or null if the character is not a member of a defined block.",1
81271,16122,1,Note: This method cannot handle supplementary characters.,2
81272,16122,2,"To support all Unicode characters, including supplementary characters, use the of(int) method.",2
303527,100038,3,Returns int column value type,2
303526,100038,2,Returned column types are FIELD_TYPE_NULL FIELD_TYPE_INTEGER FIELD_TYPE_FLOAT FIELD_TYPE_STRING FIELD_TYPE_BLOB Parameters columnIndex int: the zero-based index of the target column.,2
303525,100038,1,"The preferred type of the column is returned but the data may be converted to other types as documented in the get-type methods such as getInt(int), getFloat(int) etc.",2
303524,100038,0,Returns data type of the given column's value.,2
72322,12174,3,"For any other type of WindowEvent, or if the focus or activation change occurs with a native application, with a Java application in a different VM or context, or with no other Window, null is returned.",2
100846,23122,1,This instance is immutable and unaffected by this method call.,2
2675,136,3,"For details, see Threads and Swing, a section in The Java Tutorial.",0
2672,136,0,Provides classes and interfaces for dealing with javax.swing.JTree.,1
2676,136,4,"Related Documentation For overviews, tutorials, examples, guides, and tool documentation, please see: How to Use Trees, a section in The Java Tutorial",0
134068,36026,3,"If a duplicate calls a method that changes the underlying data, the method it calls notifies all registered listeners just as it would when it is called by the original CachedRowSet object.",2
134067,36026,2,"As a result, any changes made by a duplicate are visible to the original and to any other duplicates, just as a change made by the original is visible to all of its duplicates.",2
134066,36026,1,"In effect, both CachedRowSet objects have a cursor over the same data.",2
134065,36026,0,Returns a new RowSet object backed by the same data as that of this CachedRowSet object.,1
134072,36026,7,"NOTE: If multiple threads access RowSet objects created from the createShared() method, the following behavior is specified to preserve shared data integrity: reads and writes of all shared RowSet objects should be made serially between each object and the single underlying tabular structure.",2
134071,36026,6,"If it is changed to be updatable, the duplicates also become updatable.",2
134070,36026,5,"For example, if this CachedRowSet object is read-only, all of its duplicates will also be read-only.",2
134069,36026,4,"In addition, any RowSet object created by this method will have the same properties as this CachedRowSet object.",2
228019,77912,0,Returns the current orientation of the tool bar.,1
72841,12421,5,Specifies the fraction of the extra space to use when justification is requested on a TextLayout.,2
228022,77914,0,Returns the name of the L&F class that renders this component.,1
72017,12003,0,Constant for the Convert function key.,1
63184,8361,3,"If it is not valid, attempting to access it will result in a BAD_INV_ORDER being thrown with a standard minor code of 14. receive_request_service_contexts receive_request send_reply send_exception send_other Inherited from RequestInfo: request_id yes yes yes yes yes operation yes yes yes yes yes arguments no yes1 yes no2 no2 exceptions no yes yes yes yes contexts no yes yes yes yes operation_context no yes yes no no result no no yes no no response_expected yes yes yes yes yes sync_scope yes yes yes yes yes request_id yes yes yes yes yes operation yes yes yes yes yes arguments no yes1 yes no2 no2 exceptions no yes yes yes yes contexts no yes yes yes yes operation_context no yes yes no no result no no yes no no response_expected yes yes yes yes yes sync_scope yes yes yes yes yes reply_status no no yes yes yes forward_reference no no no no yes2 get_slot yes yes yes yes yes get_request_service_context yes no yes yes yes get_reply_service_context no no yes yes yes ServerRequestInfo-specific: sending_exception no no no yes no object_id no yes yes yes3 yes3 adapter_id no yes yes yes3 yes3 server_id no yes yes yes yes orb_id no yes yes yes yes adapter_name no yes yes yes yes target_most_derived_interface no yes no4 no4 no4 get_server_policy yes yes yes yes yes set_slot yes yes yes yes yes target_is_a no yes no4 no4 no4 add_reply_service_context yes yes yes yes yes When ServerRequestInfo is passed to receive_request, there is an entry in the list for every argument, whether in, inout, or out.",2
224081,76020,1,aListener will receive one or two ItemEvents when the selected item changes.,1
224080,76020,0,Adds an ItemListener.,1
63181,8361,0,"Request Information, accessible to server-side request interceptors.",1
232337,80231,0,Returns the MouseInputAdapter that will be installed on the TitlePane.,1
123483,31125,0,Visits a PACKAGE pseudo-type by calling defaultAction.,1
22257,2317,0,This class is the interface to be implemented by MBeans that are meant to be persistent.,1
